generation ,engine,start_of_production,powertrain_architecture,body_type,seats,doors,acceleration_0-100km/h,maximum_speed,weight-to-power_ratio,weight-to-torque_ratio,power,power_per_litre,torque,engine_layout,engine_displacement,number_of_cylinders,engine_configuration,fuel_tank_capacity,length,width,height,drive_wheel,number_of_gears_and_type_of_gearbox,fuel_consumption_combined,end_of_production
911 Coupe (G),3.0 Carrera (200 Hp) ,1975,Internal Combustion engine ,Coupe ,4,2,6.5,230,"5.6 kg/Hp, 178.6 Hp/tonne ","4.4 kg/Nm, 227.7 Nm/tonne ",200 Hp @ 6000 rpm. ,66.8,255 Nm @ 4200 rpm.,"Rear, Longitudinal ",2993,6,Boxer ,80,4291,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",14-16,1977
911 Coupe (G),2.7 S (175 Hp) ,1974,Internal Combustion engine ,Coupe ,4,2,7.6,225,"6.1 kg/Hp, 163.6 Hp/tonne ","4.6 kg/Nm, 219.6 Nm/tonne ",175 Hp @ 5800 rpm. ,65.1,235 Nm @ 4000 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,,4291,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",13-15,1975
911 Coupe (G),2.7 Carrera (210 Hp) ,1974,Internal Combustion engine ,Coupe ,4,2,6.3,240,"5.1 kg/Hp, 195.3 Hp/tonne ","4.4 kg/Nm, 229.8 Nm/tonne ",210 Hp @ 6300 rpm. ,78.2,247 Nm @ 5100 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,80,4291,1652,1320,Rear wheel drive ,"4 gears, manual transmission ",18,1977
911 Coupe (G),2.7 (165 Hp) ,1975,Internal Combustion engine ,Coupe ,4,2,,215,"6.7 kg/Hp, 150 Hp/tonne ","4.7 kg/Nm, 213.6 Nm/tonne ",165 Hp @ 5800 rpm. ,61.4,235 Nm @ 4000 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,85,4291,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1977
911 Coupe (G),2.7 (150 Hp) ,1973,Internal Combustion engine ,Coupe ,4,2,8.5,210,"7.3 kg/Hp, 136.4 Hp/tonne ","4.7 kg/Nm, 213.6 Nm/tonne ",150 Hp @ 5700 rpm. ,55.8,235 Nm @ 3800 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,,4291,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",Dec-14,1975
911 Targa (F),2.7 Carrera (210 Hp) ,1972,Internal Combustion engine ,Targa ,4,2,,245,"5.2 kg/Hp, 190.9 Hp/tonne ",,210 Hp @ 6300 rpm. ,78.2,,"Rear, Longitudinal ",2687,6,Boxer ,,4291,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1973
911 Targa (F),2.3 T (130 Hp) ,1972,Internal Combustion engine ,Targa ,4,2,,205,"7.8 kg/Hp, 127.5 Hp/tonne ",,130 Hp @ 5600 rpm. ,55.6,,"Rear, Longitudinal ",2340,6,Boxer ,60,4147,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1973
911 Targa (F),2.3 E (165 Hp) ,1971,Internal Combustion engine ,Targa ,4,2,,220,"6.2 kg/Hp, 161.8 Hp/tonne ",,165 Hp @ 6200 rpm. ,70.5,,"Rear, Longitudinal ",2340,6,Boxer ,60,4147,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1973
911 Targa (F),2.2 T (125 Hp) ,1970,Internal Combustion engine ,Targa ,4,2,,206,"8.2 kg/Hp, 122.5 Hp/tonne ","5.8 kg/Nm, 173.5 Nm/tonne ",125 Hp @ 5800 rpm. ,57,177 Nm @ 4200 rpm.,"Rear, Longitudinal ",2193,6,Boxer ,,4170,1625,1300,Rear wheel drive ,"5 gears, manual transmission ",,1972
911 Targa (F),2.0 T (110 Hp) ,1967,Internal Combustion engine ,Targa ,4,2,,200,"9.9 kg/Hp, 101.4 Hp/tonne ","6.9 kg/Nm, 144.7 Nm/tonne ",110 Hp @ 5800 rpm. ,55.2,157 Nm @ 4200 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9,1972
911 Targa (F),2.0 S (170 Hp) ,1967,Internal Combustion engine ,Targa ,4,2,,230,"6.3 kg/Hp, 158.9 Hp/tonne ","5.3 kg/Nm, 188.8 Nm/tonne ",170 Hp @ 6800 rpm. ,85.4,202 Nm @ 5500 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,,4200,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9.6,1972
911 Targa (F),2.0 S (160 Hp) ,1967,Internal Combustion engine ,Targa ,4,2,,225,"6.4 kg/Hp, 155.3 Hp/tonne ","5.8 kg/Nm, 172.8 Nm/tonne ",160 Hp @ 6600 rpm. ,80.4,178 Nm @ 5200 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1968
911 Targa (F),2.0 L (130 Hp) ,1967,Internal Combustion engine ,Targa ,4,2,,,"8.3 kg/Hp, 119.8 Hp/tonne ","6.2 kg/Nm, 160.4 Nm/tonne ",130 Hp @ 6100 rpm. ,65.3,174 Nm @ 4200 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1968
911 Targa (F),2.0 E (140 Hp) ,1968,Internal Combustion engine ,Targa ,4,2,,215,"7.6 kg/Hp, 132.1 Hp/tonne ","5.4 kg/Nm, 185.8 Nm/tonne ",140 Hp @ 6500 rpm. ,70.3,197 Nm @ 4500 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,62,4200,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9.6,1972
911 Coupe (F),Carrera RS 2.7 (210 Hp) ,1972,Internal Combustion engine ,Coupe ,4,2,6.3,240,"5.1 kg/Hp, 195.3 Hp/tonne ","4.2 kg/Nm, 237.2 Nm/tonne ",210 Hp @ 6300 rpm. ,78.2,255 Nm @ 5100 rpm.,"Rear, Longitudinal ",2687,6,Boxer ,,4147,1652,1320,Rear wheel drive ,"5 gears, manual transmission ",10.8,1973
911 Coupe (F),2.3 T (140 Hp) ,1972,Internal Combustion engine ,Coupe ,4,2,,,"7.6 kg/Hp, 132 Hp/tonne ","5.4 kg/Nm, 184.7 Nm/tonne ",140 Hp @ 5600 rpm. ,59.8,196 Nm @ 4000 rpm.,"Rear, Longitudinal ",2341,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9,1973
911 Coupe (F),2.3 T (130 Hp) ,1972,Internal Combustion engine ,Coupe ,4,2,9.5,205,"8.1 kg/Hp, 123.8 Hp/tonne ","5.4 kg/Nm, 186.7 Nm/tonne ",130 Hp @ 5600 rpm. ,55.5,196 Nm @ 4000 rpm.,"Rear, Longitudinal ",2341,6,Boxer ,62,4147,1610,1320,Rear wheel drive ,"4 gears, manual transmission ",,1973
911 Coupe (F),2.3 S (190 Hp) Sportomatic ,1972,Internal Combustion engine ,Coupe ,4,2,,,,,190 Hp @ 6500 rpm. ,81.2,209 Nm @ 5200 rpm.,"Rear, Longitudinal ",2341,6,Boxer ,62,4147,1610,1320,Rear wheel drive ,"4 gears, automatic transmission Sportomatic ",,1973
911 Coupe (F),2.3 S (190 Hp) ,1972,Internal Combustion engine ,Coupe ,4,2,7,230,"5.7 kg/Hp, 176.7 Hp/tonne ","5.1 kg/Nm, 194.4 Nm/tonne ",190 Hp @ 6500 rpm. ,81.2,209 Nm @ 5200 rpm.,"Rear, Longitudinal ",2341,6,Boxer ,62,4147,1610,1320,Rear wheel drive ,"4 gears, manual transmission ",10.2,1973
911 Coupe (F),2.3 E (165 Hp) Sportomatic ,1972,Internal Combustion engine ,Coupe ,4,2,7.9,220,"6.5 kg/Hp, 153.5 Hp/tonne ","5.4 kg/Nm, 185.1 Nm/tonne ",165 Hp @ 6200 rpm. ,70.5,199 Nm @ 4500 rpm.,"Rear, Longitudinal ",2341,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"4 gears, automatic transmission Sportomatic ",,1973
911 Coupe (F),2.3 E (165 Hp) ,1972,Internal Combustion engine ,Coupe ,4,2,7.9,220,"6.5 kg/Hp, 153.5 Hp/tonne ","5.4 kg/Nm, 185.1 Nm/tonne ",165 Hp @ 6200 rpm. ,70.5,199 Nm @ 4500 rpm.,"Rear, Longitudinal ",2341,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"4 gears, manual transmission ",9.5,1973
911 Coupe (F),2.2 T (125 Hp) ,1970,Internal Combustion engine ,Coupe ,4,2,10,205,"8.2 kg/Hp, 122.5 Hp/tonne ","5.8 kg/Nm, 173.5 Nm/tonne ",125 Hp @ 5800 rpm. ,56.9,177 Nm @ 4200 rpm.,"Rear, Longitudinal ",2195,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9,1972
911 Coupe (F),2.2 S (180 Hp) ,1969,Internal Combustion engine ,Coupe ,4,2,7.5,230,"5.7 kg/Hp, 176.5 Hp/tonne ","5.1 kg/Nm, 195.1 Nm/tonne ",180 Hp @ 6500 rpm. ,82,199 Nm @ 5200 rpm.,"Rear, Longitudinal ",2195,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",10.2,1972
911 Coupe (F),2.2 E (155 Hp) ,1969,Internal Combustion engine ,Coupe ,4,2,8,220,"6.6 kg/Hp, 152 Hp/tonne ","5.3 kg/Nm, 187.3 Nm/tonne ",155 Hp @ 6200 rpm. ,70.7,191 Nm @ 4500 rpm.,"Rear, Longitudinal ",2193,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9.5,1972
911 Coupe (F),2.0 T (110 Hp) ,1968,Internal Combustion engine ,Coupe ,4,2,,200,"9.3 kg/Hp, 107.8 Hp/tonne ","5.8 kg/Nm, 173.5 Nm/tonne ",110 Hp @ 5800 rpm. ,55.2,177 Nm @ 4200 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9,1969
911 Coupe (F),2.0 S (170 Hp) ,1969,Internal Combustion engine ,Coupe ,4,2,,230,"6.3 kg/Hp, 158.9 Hp/tonne ","5.3 kg/Nm, 188.8 Nm/tonne ",170 Hp @ 6800 rpm. ,85.4,202 Nm @ 5500 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,62,4200,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9.6,1969
911 Coupe (F),2.0 S (160 Hp) ,1967,Internal Combustion engine ,Coupe ,4,2,,,"6.7 kg/Hp, 148.8 Hp/tonne ","6 kg/Nm, 166.5 Nm/tonne ",160 Hp @ 6600 rpm. ,80.4,179 Nm @ 5200 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1969
911 Coupe (F),2.0 L (130 Hp) ,1965,Internal Combustion engine ,Coupe ,4,2,,,"8.3 kg/Hp, 119.8 Hp/tonne ","6.2 kg/Nm, 160.4 Nm/tonne ",130 Hp @ 6100 rpm. ,65.3,174 Nm @ 4200 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1968
911 Coupe (F),2.0 E (140 Hp) ,1968,Internal Combustion engine ,Coupe ,4,2,,215,"7.3 kg/Hp, 137.3 Hp/tonne ","5.2 kg/Nm, 193.1 Nm/tonne ",140 Hp @ 6500 rpm. ,70.3,197 Nm @ 4500 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,62,4200,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",9.6,1969
911 Coupe (F),2.0 (130 Hp) ,1964,Internal Combustion engine ,Coupe ,4,2,,210,"8.3 kg/Hp, 120.4 Hp/tonne ","6.2 kg/Nm, 162 Nm/tonne ",130 Hp @ 6100 rpm. ,65.3,175 Nm @ 4200 rpm.,"Rear, Longitudinal ",1991,6,Boxer ,62,4163,1610,1320,Rear wheel drive ,"5 gears, manual transmission ",,1967
